index,filename,source,label,augmentation,flip,zoom,rotation_deg,brightness,contrast,saturation,blur_radius,noise_sigma
38,train/good/dish_good_038.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02432,1.4126,1.04656,1.03401,0.98114,0.3684,0.7478
39,train/good/dish_good_039.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.0208,-1.8004,0.98579,1.01332,1.02408,0.5124,0.3573
40,train/good/dish_good_040.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.00607,-1.8883,0.95702,1.02212,1.00641,0.0,1.1977
41,train/good/dish_good_041.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.00411,-2.0668,1.02332,1.00938,0.97607,0.0,0.7965
42,train/good/dish_good_042.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01753,2.6788,1.02999,0.96657,0.97332,0.3389,0.3562
43,train/good/dish_good_043.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01761,2.8869,1.04983,1.03319,1.00917,0.0,0.8074
44,train/good/dish_good_044.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.03529,2.7706,0.95836,0.96214,0.97691,0.0,0.5002
45,train/good/dish_good_045.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02348,-1.118,1.01441,0.96802,0.98548,0.0,0.6599
46,train/good/dish_good_046.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.03383,-2.528,0.96511,1.01832,1.01003,0.0,0.8103
47,train/good/dish_good_047.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.04265,-0.8318,0.99513,1.01722,0.97227,0.0,0.8689
48,train/good/dish_good_048.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.0353,-0.3586,0.98231,1.03302,1.00291,0.0,0.9163
49,train/good/dish_good_049.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02415,0.9325,1.01368,1.03512,0.97354,0.0,1.1483
50,train/good/dish_good_050.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.00447,-0.9925,1.00222,1.03747,0.99549,0.0,0.6122
51,train/good/dish_good_051.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.03599,2.6626,1.0056,0.97634,0.98612,0.0,0.0587
52,train/good/dish_good_052.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.03755,-1.5386,1.00153,0.95224,0.97848,0.0,0.2625
53,train/good/dish_good_053.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01265,-0.7598,1.0063,0.97558,0.97273,0.0,1.0302
54,train/good/dish_good_054.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.02526,0.0361,1.00862,0.99897,1.02041,0.0,0.6763
55,train/good/dish_good_055.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.03807,1.8664,1.04144,0.95345,1.00253,0.0,0.0187
56,train/good/dish_good_056.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01264,2.3357,0.978,0.98997,0.97599,0.0,0.4078
57,train/good/dish_good_057.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.02757,-0.9852,0.97687,0.97752,0.97381,0.4367,0.7305
58,train/good/dish_good_058.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.0385,-2.6072,0.97404,1.04423,0.99838,0.1768,0.5398
59,train/good/dish_good_059.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01865,2.922,1.0004,0.98108,1.01311,0.0,0.0886
60,train/good/dish_good_060.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.00006,0.2633,0.95168,0.97286,0.99786,0.545,0.0639
61,train/good/dish_good_061.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01045,-0.6755,1.0459,1.00221,1.01075,0.0,1.2315
62,train/good/dish_good_062.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.03459,-2.4039,0.95462,0.98131,0.99025,0.2229,0.5259
63,train/good/dish_good_063.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02452,-0.5536,1.04218,1.04252,1.00636,0.3384,0.988
64,train/good/dish_good_064.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.03494,1.5885,1.00483,1.01258,0.98102,0.0,0.9762
65,train/good/dish_good_065.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02129,0.3372,0.95551,1.03242,0.97717,0.3557,1.1497
66,train/good/dish_good_066.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01609,-2.2208,0.96645,0.96145,1.02455,0.0,0.2446
67,train/good/dish_good_067.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01376,-1.8099,0.99233,1.04467,0.97387,0.0,1.0316
68,train/good/dish_good_068.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01454,-2.2646,1.02253,1.03086,0.98516,0.0,0.5583
69,train/good/dish_good_069.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01399,1.0404,0.9564,1.0309,0.99492,0.0,1.2164
70,train/good/dish_good_070.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.00246,0.6873,1.04973,1.00912,0.98896,0.0,0.9792
71,train/good/dish_good_071.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02171,-2.2497,1.01078,0.96177,0.97495,0.0,0.6202
72,train/good/dish_good_072.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.00841,-0.5279,1.03151,0.97481,1.00436,0.0,0.5867
73,train/good/dish_good_073.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.0197,0.0374,0.97076,0.95743,0.97025,0.0,0.698
74,train/good/dish_good_074.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.02356,-2.9163,1.02241,0.95879,1.02297,0.5315,0.8346
75,train/good/dish_good_075.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.00648,-2.8013,0.97147,0.97547,0.98153,0.0,0.7936
76,train/good/dish_good_076.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.00259,-1.7798,0.96632,0.99969,1.02436,0.4554,0.5852
77,train/good/dish_good_077.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.02658,0.299,1.00407,0.98065,0.98339,0.5275,0.2602
78,train/good/dish_good_078.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,True,1.01888,2.7258,1.01162,1.01363,1.01425,0.0,0.0535
79,train/good/dish_good_079.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01801,2.5434,0.9974,1.04629,1.02542,0.0,0.3723
80,train/good/dish_good_080.png,20fd7207-78b4-4617-83e9-5c90272451bf.png,good,mild_normal_variation,False,1.01949,-0.4611,1.02527,1.01756,0.99201,0.0,1.0228
